There,are,two,end,users,namely,the,hotel,staff,(customer,service,representative),and,hotel,managers.,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,company,manufactures,either,weapons,or,vehicles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,CC,NNS,CC,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,company,accepts,contracts,from,the,military.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RM,RM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,company,manufactures,weapons,within,a,time,period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNS,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,soldier,is,assigned,a,posting,branch,of,the,military,and,is,given,an,ID,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,DT,JJ,NN,IN,DT,NN,CC,VBZ,VBN,DT,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,AS,AM,,,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
The,navy,has,ships,,aircraft,carriers,and,frigates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,JJ,NN,NNS,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,AS,,AM,AM,,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,carrier,can,carry,30,aircraft,at,a,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,CD,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,carrier,has,either,1,or,2,landing,strips,for,aircraft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,CD,CC,CD,NN,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,carrier,also,has,a,weapons,system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,RB,VBZ,DT,NNS,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,frigate,has,a,gun,and,a,missile,launcher.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,CC,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,frigate,has,a,firing,range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,army,has,guns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guns,may,be,anti-aircraft,or,normal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,MD,VB,VBN,CC,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS,,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,air,force,consists,of,pilots.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilots,drive,airplanes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airplanes,may,be,ordered,from,different,countries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNPS,MD,VB,VBN,IN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,RS,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airplanes,are,of,different,capabilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNPS,VBP,IN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,airplane,is,driven,by,one,pilot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,airplanes,are,driven,by,pilots.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBP,VBN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,has,a,title,,an,author,and,pages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,DT,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,book,has,to,be,written,by,an,author.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,TO,VB,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One,book,may,have,multiple,authors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,NN,MD,VB,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Many,authors,can,write,one,book.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,MD,VB,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,is,published,by,a,publisher.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,can,be,published,by,only,one,publisher.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,VBN,IN,RB,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,RS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Publishers,may,publish,many,books.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNPS,MD,VB,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,is,given,some,reviews,by,critics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,DT,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,review,consists,of,some,text,,the,critic's,name,and,the,rating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,IN,DT,NN,DT,JJ,NN,CC,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AS,,,AM,AM,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,critic,has,a,list,of,books,reviewed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,IN,NNS,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,is,bought,by,a,customer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,customer,may,buy,many,books,at,a,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,JJ,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,is,read,by,a,person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,critic,rates,the,book,out,of,5,stars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NNS,DT,NN,IN,IN,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,book,has,a,rating,of,a,maximum,of,5,stars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,IN,DT,NN,IN,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,amount,of,stars,a,book,gets,is,related,to,its,quality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NNS,DT,NN,VBZ,VBZ,VBN,TO,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,can,be,authored,by,multiple,people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,VBN,IN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,book,can,be,published,in,either,hardcover,or,paperback.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,VBN,IN,DT,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GS,,,RS,,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,paperback,book,is,cheaper,than,a,hardcover,book.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,JJR,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,book,has,a,number,of,editions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,edition,has,a,year,of,publication,,number,of,pages,and,change,log.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,IN,JJ,NN,IN,NNS,CC,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AM,AM,AM,,AM,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,stations,are,spread,all,over,the,country.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,VBP,VBN,DT,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,city,has,a,police,station.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,police,station,might,be,a,major,or,a,minor,one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,MD,VB,DT,JJ,CC,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GM,GM,,,,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,major,police,station,has,many,minor,police,stations,under,its,control.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,NN,VBZ,JJ,JJ,NN,NNS,IN,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,EM,,,EM,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,identity,of,the,minor,police,station,is,linked,to,the,identity,of,the,major,police,station,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,DT,JJ,NN,NN,VBZ,VBN,TO,DT,NN,IN,DT,JJ,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EM,EM,EM,,,,,,,,EM,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,
A,police,station,has,some,policemen,deployed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,ES,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policemen,are,either,on,traffic,or,criminal,duty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBP,DT,IN,NN,CC,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS,,,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,stations,lodge,an,FIR,for,every,crime,committed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,VB,DT,NNP,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,FIR,contains,the,crime,description,crime,location,and,policemen,assigned,to,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,VBZ,DT,NN,NN,NN,NN,CC,NN,VBN,TO,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AM,AM,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,FIR,also,has,a,field,to,denote,status,of,the,crime.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,RB,VBZ,DT,NN,TO,VB,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,police,station,has,a,wanted,list,for,criminals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,DT,JJ,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,criminal,once,caught,is,tagged,so,he,can,be,identified,again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NNP,VBZ,VBN,IN,PRP,MD,VB,VBN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,police,station,has,a,lockup,where,criminals,can,be,jailed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,DT,NN,WRB,NNS,MD,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,,,ES,,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,police,station,employs,officers,to,discharge,its,duties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,NNS,TO,VB,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,officer,maybe,on,contract,or,a,permanent,employee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,RB,IN,NN,CC,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GS,,,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Officers,are,given,a,unique,ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,VBN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,officer,has,a,name,an,assigned,duty,a,specialty,and,number,of,years,in,service.,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,JJ,DT,VBN,VBG,DT,NN,CC,NN,IN,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,AM,AM,,AS,,AM,AM,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,
Junior,officers,serve,senior,officers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,VBP,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Also,an,officer,has,some,stars,on,his,uniform,depending,on,his,service,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
VB,DT,NN,VBZ,DT,NNS,IN,PRP$,NN,VBG,IN,PRP$,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,police,station,is,assigned,some,furniture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,VBN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture,can,be,of,different,types,like,tables,chairs,etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,MD,VB,IN,JJ,NNS,IN,JJ,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,AS,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,officer,is,paid,salary,every,month.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,NN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,stations,have,an,annual,budget,of,some,given,amount.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,VBP,DT,JJ,NN,IN,DT,VBN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,salary,has,DA,,HRA,,DLA,and,Basic,pay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNP,NNP,NNP,CC,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,AS,,AS,,AS,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,criminal,is,sentenced,to,,jail,for,some,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,TO,JJ,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jail,is,maintained,by,a,superintendent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criminals,are,generally,imprisoned,in,jails.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,RB,VBN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jails,house,criminals,for,a,specific,period,of,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,NN,NNS,IN,DT,JJ,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criminals,are,assigned,tasks,in,jails.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,VBN,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criminals,complete,the,tasks,assigned,to,them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,VB,DT,NNS,VBN,TO,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,task,is,related,to,a,certain,field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,TO,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,sports,management,facility,is,supervised,by,a,bureaucrat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,NN,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,EM,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coaches,are,appointed,for,each,sport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There,is,a,head,coach,appointed,for,each,sport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX,VBZ,DT,NN,NN,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EM,EM,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,sport,has,its,own,facility,looked,after,by,an,employee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,PRP$,JJ,NN,VBN,IN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,RM,RM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,sport,has,a,fixed,intake,of,students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,VBN,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,student's,height,weight,BMI,and,muscle-mass,is,measured.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,VBZ,NNP,NNP,NNP,CC,NNS,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,AS,AS,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,student,is,allotted,a,sport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,each,sport,,some,tournaments,are,conducted,every,year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,DT,NNS,VBP,VBN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,ES,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,annual,tournament,has,a,cash,prize,associated,with,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBZ,DT,NN,NN,VBN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,,ES,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,tournament,is,organized,by,a,committee,responsible,for,the,sport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,JJ,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,committee,decides,the,rules,for,each,tournament.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,student,can,play,only,one,sport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,RB,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,tournament,can,be,a,national,level,tournament,or,an,international,level,one,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,DT,JJ,NN,NN,CC,DT,JJ,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GS,,,,EM,EM,EM,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,tournament,hosted,by,the,facility,has,some,events,some,players,and,a,prize.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBD,IN,DT,NN,VBZ,DT,CD,DT,NNS,CC,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,RS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
